album_type,artists,album_name,total_tracks,explicit,is_local,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
album,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),17,True,False,Ghetto Symphony (feat. Gunplay & A$AP Ferg),59,0.49,0.921,6,-3.373,1,0.4370000000000001,0.28800000000000003,0.0,0.482,0.4970000000000001,150.514,237733,4
compilation,Various Artists,Enhanced Miami Trance 2013,20,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
album,Various Artists,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),59,False,False,"Let It Go - From ""Frozen / Single Version",58,0.505,0.624,7,-6.513,1,0.0371,0.0235,0.0,0.5,0.215,139.849,224387,4
single,Various Artists,Winter Music Conference (2013),4,False,False,Acid Years - Original Mix,0,0.667,0.924,6,-10.107,0,0.0486,0.0353,0.934,0.289,0.0731,127.984,323030,4
album,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),19,True,False,Someone Like You,56,0.628,0.598,2,-5.483,1,0.119,0.0451,3.29e-06,0.119,0.0603,135.047,256424,4
compilation,Various Artists,Miami Trance Anthems 2013,30,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
single,The Longest Johns,Bones in the Ocean,5,False,False,Bones in the Ocean,58,0.841,0.166,1,-13.163,1,0.179,0.8959999999999999,0.0,0.227,0.4370000000000001,79.985,193836,3
compilation,Various Artists,Clubbers EDM Bible 2013,36,False,False,1000 Years - BARE Remix,0,0.705,0.973,6,1.027,0,0.17600000000000002,0.00434,0.0394,0.33,0.561,144.002,180004,4
album,John Mayer,Paradise Valley,11,False,False,Who You Love (feat. Katy Perry),63,0.6940000000000001,0.35100000000000003,9,-10.92,1,0.0382,0.813,0.00165,0.097,0.691,145.907,249933,4
compilation,Various Artists,Enhanced Music: Miami 2013,20,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
album,Juicy J,Stay Trippy,16,True,False,Smoke A Nigga (feat. Wiz Khalifa),60,0.825,0.636,4,-6.417000000000002,0,0.221,0.0574,0.0,0.249,0.147,150.009,257827,4
compilation,Various Artists,Amsterdam Dance Essentials 2013,20,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
album,Katy Perry,PRISM (Deluxe),16,False,False,Birthday,62,0.7190000000000001,0.674,11,-5.122000000000001,1,0.0681,0.0879,3.75e-06,0.112,0.843,125.98,215042,4
compilation,Various Artists,Tune Sessions Compilation 2013,10,False,False,Last Year - Original Mix,0,0.603,0.836,2,-4.886,0,0.0433,8.9e-05,0.932,0.0954,0.0709,128.024,390000,4
album,Lorde,Pure Heroine (Extended),15,False,False,A World Alone,59,0.561,0.485,1,-8.343,0,0.0362,0.289,0.00164,0.194,0.0663,118.017,294222,4
compilation,Various Artists,"Goa 2013, Vol. 2",18,False,False,Wasted Years - Original Mix,0,0.552,0.738,7,-7.147,1,0.0362,0.00648,0.8340000000000001,0.0809,0.0393,135.02200000000002,538093,4
album,Kanye West,Yeezus,10,True,False,Guilt Trip,58,0.439,0.6659999999999999,4,-6.0779999999999985,0,0.0754,0.159,9.56e-06,0.129,0.579,137.9,243747,4
album,Socalicious,Socalicious 2013 The Remix,33,True,False,Fete of D Year,0,0.835,0.743,1,-8.166,1,0.0713,0.0473,0.0,0.316,0.918,129.989,121234,4
album,The National,Trouble Will Find Me,13,True,False,I Need My Girl,63,0.52,0.436,0,-11.508,0,0.0355,0.865,0.0651,0.123,0.114,126.053,245240,4
compilation,Various Artists,Enhanced Music : February 2013,15,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
album,Phantogram,Voices,11,False,False,Black Out Days,55,0.542,0.795,4,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,227160,4
compilation,Various Artists,Best Of Form Music 2009-2013 (5 Years Anniversary),56,False,False,Tips & Tricks (Original Mix) - Best Of 2013,0,0.8059999999999999,0.789,0,-8.221,1,0.0514,0.00136,0.885,0.295,0.557,123.989,410323,4
album,Cold War Kids,Dear Miss Lonelyhearts,10,False,False,Miracle Mile,54,0.355,0.867,2,-3.144,1,0.0738,0.006640000000000001,0.5539999999999999,0.32299999999999995,0.295,142.849,180133,4
compilation,York,Planet Chill 2013-04 (Compiled by York),15,False,False,The Lovely Years,0,0.625,0.8370000000000001,9,-8.792,0,0.0438,0.000522,0.852,0.293,0.573,131.97,268000,4
single,Justin Timberlake,Mirrors (Radio Edit),1,False,False,Mirrors - Radio Edit,62,0.578,0.6,8,-5.7,1,0.0455,0.14400000000000002,0.0,0.426,0.6459999999999999,76.999,277307,4
album,Eternal Darkness,30 Years Of Metal 1991-2021,30,False,False,Over come the pain that i live with(2013),0,0.161,0.952,4,-5.621,0,0.336,3.3100000000000005e-05,0.962,0.118,0.173,151.975,367830,4
album,Kanye West,Yeezus,10,True,False,Send It Up,58,0.579,0.544,9,-5.193,1,0.35200000000000004,0.292,7.41e-05,0.282,0.365,93.562,178040,4
compilation,Various Artists,Ibiza 2013,15,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,"Tyler, The Creator",Wolf,18,True,False,48,57,0.5579999999999999,0.887,1,-8.083,1,0.265,0.132,0.0,0.89,0.537,119.91,247293,4
compilation,Various Artists,Summer 2013,23,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Fall Out Boy,Save Rock And Roll,11,False,False,Young Volcanoes,54,0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.6759999999999999,94.997,204507,4
compilation,Various Artists,30 Years Of House,10,False,False,Promised Land 2013 - Steve Miggedy Maestro's Return To Greatness Remix,0,0.685,0.62,7,-9.819,0,0.0649,8.190000000000001e-05,0.305,0.0769,0.741,127.003,430866,4
album,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),19,True,False,I'm Not Real,57,0.474,0.688,1,-6.0470000000000015,1,0.184,0.401,0.0,0.657,0.741,152.08700000000005,203400,4
compilation,The Womb,"If Destroyed, Still True (The Best of the Womb, 1998-2013)",13,True,False,Five Years,0,0.525,0.816,1,-7.32,1,0.0969,0.0267,3.4e-05,0.0543,0.72,178.954,269333,4
album,Scotty McCreery,See You Tonight,16,False,False,See You Tonight,55,0.4970000000000001,0.816,9,-6.489,1,0.0563,0.217,0.0,0.171,0.512,169.96599999999995,226320,4
compilation,Various Artists,Late Night Miami Trance 2013,20,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
compilation,Various Artists,"The Music of Grand Theft Auto V, Vol. 1: Original Music",18,True,False,r - Cali,58,0.7140000000000001,0.765,4,-6.215,0,0.354,0.0105,0.0,0.5660000000000001,0.52,74.986,139707,4
compilation,Various Artists,Miami Dance: The Album - 2013,20,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
album,Sticky Fingers,Caress Your Soul,11,False,False,How To Fly,67,0.677,0.644,8,-9.337,0,0.0971,0.161,0.00178,0.106,0.536,151.065,202187,4
compilation,Glenn Weyant,"Ten Years Sounding the Line: A Penultimate Collection of Border Wall Music, Field Recordings and Militarized Zone Ephemera (2006-2016)",22,False,False,2013: Sounding the Sasabe Wall (Live),0,0.292,0.109,2,-23.856,1,0.0799,0.995,0.936,0.1,0.0342,66.678,332827,3
album,STRFKR,Miracle Mile,15,False,False,Golden Light,58,0.573,0.67,8,-11.437,0,0.0331,0.52,0.8059999999999999,0.321,0.159,96.991,283057,4
compilation,Various Artists,Miami Sampler - Winter Music 2013,20,False,False,Last Year - Original Mix,0,0.603,0.836,2,-4.886,0,0.0433,8.9e-05,0.932,0.0954,0.0709,128.024,390000,4
album,Eminem,The Marshall Mathers LP2 (Deluxe),21,True,False,Legacy,61,0.664,0.899,9,-3.711,0,0.474,0.276,0.0,0.197,0.534,164.125,296269,4
album,Tom Walbank,Live at Les Escales 2013,12,False,False,She's Nineteen Years Old,0,0.542,0.581,2,-6.795,1,0.147,0.66,0.000484,0.755,0.404,110.791,350560,1
album,Bastille,All This Bad Blood,25,False,False,Pompeii,74,0.679,0.715,9,-6.382999999999999,1,0.0407,0.0755,0.0,0.271,0.5710000000000001,127.435,214148,4
album,Anders Hirsbro,Ambient & Techno Works 2013-2019 Part One,12,False,False,Twenty Years Ago,0,0.335,0.672,7,-19.102,0,0.0556,0.952,0.941,0.12,0.617,120.003,384000,3
album,Drake,Nothing Was The Same,13,True,False,The Language,54,0.831,0.6509999999999999,1,-8.363,1,0.4370000000000001,0.0125,0.0,0.0809,0.502,120.065,224013,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Prahara - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",18,0.321,0.6829999999999999,11,-6.6160000000000005,1,0.0379,0.0886,0.0,0.935,0.214,148.282,343560,4
single,John Martin~Sebastian Ingrosso~Tommy Trash,Reload (Vocal Version / Radio Edit),1,False,False,Reload - Radio Edit,66,0.485,0.7240000000000001,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045,221273,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Hey!! - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",10,0.515,0.872,9,-6.4529999999999985,1,0.13,0.0511,2.34e-05,0.773,0.474,112.804,376040,4
album,Arctic Monkeys,AM,12,False,False,One For The Road,64,0.415,0.6679999999999999,0,-6.849,1,0.036000000000000004,0.212,0.0615,0.27,0.8420000000000001,180.048,206052,4
album,CRIS CROCHEMORE,Ao Vivo no Mississippi Delta Blues Festival 2013,10,False,False,25 Years - Live,0,0.539,0.939,2,-8.683,1,0.0466,0.0055,0.00502,0.875,0.5429999999999999,129.65,369036,4
album,Vampire Weekend,Modern Vampires of the City,12,False,False,Step,59,0.621,0.713,10,-7.226,1,0.102,0.605,8.28e-06,0.103,0.609,78.02199999999998,251627,4
compilation,Various Artists,House Music 2013,24,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Kings of Leon,Mechanical Bull (Expanded Edition),13,False,False,Wait for Me,62,0.488,0.624,9,-8.357000000000001,1,0.0329,0.0263,0.00223,0.122,0.308,116.723,210133,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Baiknya - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",10,0.506,0.626,11,-8.047,1,0.0269,0.0786,0.0,0.684,0.53,93.048,337520,4
album,Twenty One Pilots,Vessel,12,False,False,Semi-Automatic,58,0.78,0.716,6,-4.551,0,0.0439,0.0489,5.92e-06,0.0704,0.362,105.017,253680,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Saujana - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",17,0.284,0.52,3,-9.463,0,0.0411,0.133,0.0,0.14,0.131,132.168,340120,3
album,Edward Maya,The Stereo Love Show,15,False,False,Stereo Love,54,0.778,0.7759999999999999,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127.049,247615,4
compilation,Various Artists,Pure Ibiza 2013,31,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,The Wood Brothers,The Muse,11,False,False,The Muse,54,0.535,0.425,0,-8.392000000000001,1,0.0292,0.482,0.000335,0.0842,0.239,64.712,201000,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Dekadensi - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",10,0.41,0.88,6,-6.367000000000001,1,0.0813,0.0102,0.0,0.7609999999999999,0.54,161.822,310400,4
album,Los Primos MX,Amor Brutal,12,False,False,Mi Bello Ángel,65,0.667,0.441,7,-9.944,1,0.03,0.705,0.0,0.125,0.406,139.942,165147,3
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Laguku - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",11,0.5589999999999999,0.83,11,-6.499,1,0.0526,0.00927,0.0,0.851,0.523,118.024,348680,4
album,Do Or Die,Pimpin Ain't Dead,12,True,False,Do U?,54,0.617,0.882,1,-2.701,0,0.101,0.168,0.0,0.12,0.267,145.933,251960,4
compilation,Various Artists,Amsterdam Sessions 2013,30,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
single,Ylvis,The Fox (What Does the Fox Say?),1,False,False,The Fox (What Does the Fox Say?),63,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128.00799999999998,213708,4
compilation,Various Artists,The Sound Of Amsterdam Trance 2013,20,False,False,Five Years - Original Mix,0,0.784,0.598,2,-7.348,0,0.0918,0.000592,0.713,0.0842,0.55,127.977,333765,4
album,Kevin Gates,Stranger Than Fiction,14,True,False,Satellites (feat. Wiz Khalifa) - HPG Remix,54,0.669,0.9,10,-3.53,0,0.17800000000000002,0.0542,0.0,0.145,0.653,140.06,194701,4
compilation,Various Artists,Two Years Betty Beat Records,25,False,False,OpEn BeAtZ AnThEm 2013 Feel the Beat - Extended Vocal Mix,0,0.616,0.821,2,-2.349,1,0.103,0.000677,0.00147,0.0651,0.498,127.981,386299,4
single,Borgeous~DVBBS,Tsunami,1,False,False,Tsunami,64,0.6990000000000001,0.8390000000000001,4,-5.353,0,0.0481,0.0483,0.655,0.0897,0.264,128.026,236706,4
album,Antonio Teoli,13 Years of Game Music,50,False,False,"Hurry and Grab the Eggs (From ""Chicken vs. Fox"") [2013]",0,0.398,0.764,7,-7.311,1,0.0333,1.98e-05,0.005220000000000001,0.0576,0.325,140.092,102707,4
album,Lorde,Pure Heroine (Extended),15,False,False,Bravado,59,0.489,0.535,7,-10.34,1,0.0933,0.539,0.0266,0.166,0.04,175.921,221409,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Semoga - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",12,0.311,0.449,11,-9.812,1,0.0394,0.557,0.00015,0.778,0.185,129.99200000000002,326520,4
album,Disclosure,Settle (Deluxe),16,False,False,Help Me Lose My Mind,58,0.78,0.708,5,-5.692,0,0.0549,0.0395,0.0798,0.0516,0.345,109.023,244480,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Romansa - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",11,0.438,0.5820000000000001,8,-7.973,1,0.0271,0.0513,5.02e-05,0.7090000000000001,0.157,104.713,323440,4
album,Childish Gambino,Because the Internet,19,True,False,I. Pink Toes,56,0.409,0.619,7,-9.512,1,0.091,0.0598,0.000223,0.575,0.34700000000000003,79.579,207067,4
compilation,Various Artists,"40 Dubstep Top Hits 2013, Vol. 1 (Best Brostep, Drum Step, Psy Step, Bass Step, Grime, Krunk, Hife)",40,False,False,Yearly,0,0.5820000000000001,0.394,1,-10.202,1,0.064,0.00937,0.5579999999999999,0.101,0.344,117.887,425439,5
album,Andrew Belle,Black Bear,13,False,False,Pieces,61,0.494,0.652,6,-5.863,0,0.0314,0.0754,0.00256,0.125,0.298,137.018,241119,4
compilation,Various Artists,Clubbers EDM Bible 2013 (Streaming Version),34,False,False,1000 Years - BARE Remix,0,0.705,0.973,6,1.027,0,0.17600000000000002,0.00434,0.0394,0.33,0.561,144.002,180004,4
album,Lorde,Pure Heroine,10,False,False,Buzzcut Season,59,0.733,0.62,1,-10.525,1,0.075,0.606,0.305,0.117,0.247,111.039,246755,4
compilation,Various Artists,Ibiza 2013 - Essential Sessions,22,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Mac DeMarco,2 Demos,10,False,False,My Kind of Woman - Instrumental,58,0.28600000000000003,0.605,8,-10.941,1,0.0588,0.6940000000000001,0.86,0.322,0.461,170.088,212907,4
compilation,Various Artists,Essential Summer Session 2013,23,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
single,The Paper Kites,Woodland - EP,6,False,False,Featherstone,57,0.8029999999999999,0.373,8,-13.692,1,0.0367,0.868,0.0266,0.104,0.636,124.921,229627,4
compilation,Various Artists,Absolute Club Sounds 2013,20,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Tyler Farr,Redneck Crazy,11,False,False,Whiskey in My Water,54,0.526,0.872,7,-5.079,1,0.0428,0.245,0.0,0.243,0.583,153.929,188147,4
compilation,Various Artists,Ibiza Beach Clubbing 2013,30,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Bastille,Bad Blood,15,False,False,Oblivion,53,0.422,0.321,5,-8.952,1,0.0294,0.76,2.33e-06,0.429,0.28,78.533,196347,4
compilation,Various Artists,Miami Essential Session 2013,18,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
single,One Direction,One Way Or Another (Teenage Kicks),3,False,False,One Way or Another (Teenage Kicks),66,0.489,0.867,4,-3.1210000000000004,0,0.071,0.025,0.0,0.586,0.409,162.131,157293,4
compilation,Various Artists,Ibiza Essential Session 2013,24,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),17,True,False,Long Live A$AP,57,0.726,0.8240000000000001,7,-5.011,0,0.345,0.584,1.14e-06,0.113,0.382,130.118,289587,4
compilation,Various Artists,Miami Wmc Sampler 2013,14,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",10,False,False,Vegas Lights,57,0.68,0.847,5,-5.987,1,0.0449,0.000433,0.0,0.331,0.8340000000000001,123.96,189107,4
compilation,Various Artists,Miami 2013 - Essential Session,16,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),19,True,False,Gees,56,0.622,0.6609999999999999,1,-5.04,1,0.34600000000000003,0.153,0.0,0.634,0.596,188.251,175672,4
compilation,Various Artists,Christmas & New Year's Eve House Party,16,False,False,My Forbidden Lover - Paolo Madzone Zampetti Re Work Edit 2013,0,0.778,0.807,2,-7.275,1,0.0814,0.0134,0.106,0.0647,0.927,125.006,413780,4
album,Drew Holcomb & The Neighbors,Good Light,12,False,False,What Would I Do Without You,56,0.602,0.336,8,-11.106,1,0.0369,0.883,0.0017,0.14300000000000002,0.335,90.894,172213,4
compilation,Various Artists,"Fe-Deep, Vol. 2 [(2013-2015) [Remastered]]",97,False,False,Volante - 60 years mix,0,0.745,0.908,9,-7.467,0,0.041,0.0107,0.362,0.161,0.14,134.987,348444,4
album,The 1975,The 1975,16,True,False,Sex,54,0.403,0.971,2,-4.159,1,0.112,1.35e-05,2.22e-05,0.488,0.184,148.32399999999996,206987,4
album,Various Artists,My House Music In 10 Years - The Elis Iluht Album,25,False,False,Lusaka Ritual (Elis Iluht's 2013 Drum & Bass Rerub),0,0.718,0.71,7,-6.685,0,0.115,0.517,0.338,0.134,0.612,120.037,440016,4
album,Portugal. The Man,Evil Friends,12,False,False,Modern Jesus,58,0.627,0.633,10,-7.41,0,0.0305,0.133,7.070000000000001e-05,0.21600000000000005,0.763,85.999,194053,4
album,Kla Project,GRAND KLAKUSTIK: 25 Years (Live),25,False,False,"Tentang Kita - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",20,0.35700000000000004,0.8340000000000001,8,-5.999,1,0.0642,0.000811,0.0,0.974,0.487,111.821,385160,4
album,BTS,"O!RUL8,2?",10,False,False,Coffee,63,0.6559999999999999,0.7979999999999999,0,-6.608,1,0.103,0.008620000000000001,0.0,0.321,0.5720000000000001,92.03,260433,4
compilation,Various Artists,Ibiza 2013 - Essential House Sessions,25,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Eminem,The Marshall Mathers LP2 (Deluxe),21,True,False,Headlights,60,0.688,0.782,11,-3.683,1,0.158,0.152,0.0,0.8029999999999999,0.453,146.32399999999996,343032,4
compilation,Various Artists,Progressive Trance Top Spring 2013,18,False,False,7 Year Love - Original Mix,0,0.509,0.556,0,-8.073,1,0.0641,0.054000000000000006,0.274,0.105,0.223,128.032,495047,4
album,Justin Moore,Off The Beaten Path (Deluxe Edition),16,False,False,Lettin' The Night Roll,53,0.542,0.8590000000000001,2,-5.1370000000000005,1,0.0424,0.0873,0.0,0.145,0.637,140.9,203120,4
compilation,Various Artists,The Sound of Ibiza 2013,17,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 2",12,False,False,Battle Born,53,0.464,0.965,11,-4.578,1,0.125,0.000145,0.0,0.243,0.389,148.046,223766,3
compilation,Various Artists,House Music 2013 Part 2,20,False,False,New Years Day - Original Mix,1,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
album,Struggle Jennings,I Am Struggle,9,True,False,Outlaw Shit (feat. Waylon Jennings & Yelawolf),54,0.64,0.6859999999999999,7,-5.9620000000000015,0,0.0425,0.006940000000000001,2.24e-06,0.103,0.318,75.673,261157,4
compilation,Various Artists,Ibiza 2013 - Best of Collection,19,False,False,New Years Day - Original Mix,0,0.675,0.918,4,-3.304,0,0.0457,0.101,0.911,0.105,0.129,128.003,343125,4
compilation,Various Artists,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",100,False,False,Doo Wop (That Thing) - Edit,58,0.795,0.56,2,-8.908,1,0.0659,0.00867,0.0,0.226,0.635,99.922,240667,4
